root_id,influence,adjusted,super_class,class,betweenness,rank,hops
720575940625749258,1.3400018476194921,24.292670992782387,central,unknown,0.0,4543,2
720575940625749904,0.8912512123359441,23.884871053010176,central,unknown,0.0,5903,2
720575940625753621,1.8782335632145424,24.630331741111867,central,Kenyon_Cell,0.0,8052,2
720575940625754643,3.0201860906351494,25.105318448903994,sensory,olfactory,0.0,7335,0
720575940625757053,3.2235263592963004,25.170475902963677,sensory,olfactory,0.0,4495,0
720575940625760318,0.757587823620297,23.722384190453678,central,unknown,0.0,6124,2
720575940625763601,1.756389343659127,24.56326019253781,central,Kenyon_Cell,0.0,7436,2
720575940625765306,1.4995133306488824,24.40514060923002,central,Kenyon_Cell,0.0,1366,2
720575940625765520,0.6458395107346585,23.562795758540016,central,unknown,0.0,8546,2
720575940625767568,1.9151498481372762,24.649795869251303,central,unknown,0.0,4820,2
720575940625772688,1.8040026191439869,24.59000787349303,central,LHLN,0.0,5497,2
720575940625772828,2.4264780880443557,24.8864408595501,central,ALLN,0.0,7278,2
720575940625773605,2.0685031496813733,24.72682522960677,central,Kenyon_Cell,0.0,2079,2
720575940625775336,0.25343660571971677,22.627358436718527,central,unknown,0.0,1700,2
720575940625776272,0.902468129670521,23.8973780972169,central,unknown,0.0,8301,2
720575940625777040,0.8647247431291969,23.854655961272666,central,unknown,0.0,4715,2
720575940625779075,0.19172685759458113,22.348316463470884,central,unknown,0.0,5625,2
720575940625781009,1.710181177704659,24.536599316776133,central,Kenyon_Cell,0.0,3408,2
720575940625781029,1.6645046950275595,24.50952759871239,central,Kenyon_Cell,0.0,6452,2
720575940625781541,1.515542304464816,24.415773331652556,central,Kenyon_Cell,0.0,4927,2
720575940625784153,1.9399821262995454,24.662678759785138,central,ALPN,9.509000507367424e-06,244,1
720575940625790352,0.3479574024820533,22.944324786639264,central,unknown,0.0,6716,2
720575940625793854,1.4278336469736637,24.356158363415553,central,unknown,0.0,8095,2
720575940625795453,2.9359704963839204,25.07703806178622,sensory,olfactory,0.0,7378,0
720575940625800741,1.8835705065194492,24.63316918122658,central,Kenyon_Cell,0.0,8048,2
720575940625802841,0.08365389121981286,21.518932665238623,visual_projection,unknown,0.0,7751,2
720575940625805084,1.1898209081756468,24.173802798466188,central,ALPN,0.0,4170,2
720575940625809539,0.07100744198806434,21.35502940929959,ascending,AN,0.0,7223,2
720575940625813081,3.031677050857788,25.10911594853782,sensory,olfactory,0.0,1819,0
720575940625814274,3.281552990743651,25.18831678313088,sensory,olfactory,0.0,4490,0
720575940625818426,3.0796605086084075,25.12481936643253,sensory,olfactory,0.0,3111,0
720575940625819138,1.4794536583828384,24.39167286988216,central,ALPN,0.0,1698,2
720575940625821758,3.085242072317577,25.126630121804894,sensory,olfactory,0.0,765,0
720575940625823656,2.291471106770619,24.8291940160159,central,ALPN,0.0,5080,2
720575940625825538,1.0,24.0,sensory,olfactory,0.0,6003,0
720575940625826352,1.7229646427150271,24.544046436566248,central,LHLN,0.0,5357,2
720575940625828752,1.3748546624712488,24.318348025510982,central,unknown,0.0,6365,2
720575940625834900,1.223130875924451,24.201413863182786,central,Kenyon_Cell,0.0,4389,2
720575940625843262,1.0722891987527496,24.06979580122181,central,unknown,0.0,5336,2
720575940625851676,0.12686456066937027,21.935364786990235,central,unknown,0.0,1981,2
720575940625852446,3.0725492720904946,25.122507598811325,sensory,olfactory,0.0,3968,0
720575940625853989,1.9722605577080223,24.679180376107407,central,Kenyon_Cell,0.0,792,2
720575940625855833,3.0124989073206168,25.10276993610156,sensory,olfactory,0.0,1341,0
720575940625860026,1.7848131295069094,24.57931372039942,central,Kenyon_Cell,0.0,6542,2
720575940625868184,1.6241573032099736,24.484989098631203,sensory,hygrosensory,0.0,7362,2
720575940625870640,0.0305662761943019,20.51214203708026,descending,unknown,0.0,6773,2
720575940625871408,0.04347527992358257,20.864437219962785,central,unknown,4.615441054063436e-05,60,2
720575940625871741,1.5622065905554097,24.446099302950625,central,Kenyon_Cell,0.0,2825,2
720575940625874469,1.3869327665072824,24.32709466611834,central,LHLN,0.0,8625,2
720575940625879537,1.3802513604504847,24.322265627836654,central,ALPN,0.0,6857,2
720575940625884541,3.060435941716618,25.118557370430445,sensory,olfactory,0.0,3110,0
